indeksy RDNg dla okresu od;2016-01-01;do;2020-01-19;

data dostawy;indeks;kurs (PLN/MWh);wolumen (MWh)
2016-01-02;TGEgasDA;72.07;120048.00
2016-01-03;TGEgasDA;70.97;111120.00
2016-01-04;TGEgasDA;72.21;158400.00
2016-01-05;TGEgasDA;73.73;216288.00
2016-01-06;TGEgasDA;74.75;196752.00
2016-01-07;TGEgasDA;74.85;176688.00
2016-01-08;TGEgasDA;74.24;158208.00
2016-01-09;TGEgasDA;73.25;125352.00
2016-01-10;TGEgasDA;73.95;23688.00
2016-01-11;TGEgasDA;76.68;89040.00
2016-01-12;TGEgasDA;76.73;83856.00
2016-01-13;TGEgasDA;76.32;82464.00
2016-01-14;TGEgasDA;73.93;89736.00
2016-01-15;TGEgasDA;72.90;90792.00
2016-01-16;TGEgasDA;71.17;210984.00
2016-01-17;TGEgasDA;72.98;18936.00
2016-01-18;TGEgasDA;73.86;94704.00
2016-01-19;TGEgasDA;72.22;133272.00
2016-01-20;TGEgasDA;72.57;116472.00
2016-01-21;TGEgasDA;68.76;121320.00
2016-01-22;TGEgasDA;68.54;177192.00
2016-01-23;TGEgasDA;69.24;109632.00
2016-01-24;TGEgasDA;69.51;21576.00
2016-01-25;TGEgasDA;70.54;78288.00
2016-01-26;TGEgasDA;69.04;64656.00
2016-01-27;TGEgasDA;66.02;38784.00
2016-01-28;TGEgasDA;66.77;31824.00
2016-01-29;TGEgasDA;67.66;37992.00
2016-01-30;TGEgasDA;61.39;30336.00
2016-01-31;TGEgasDA;62.04;4680.00
2016-02-01;TGEgasDA;63.93;34680.00
2016-02-02;TGEgasDA;63.49;47208.00
2016-02-03;TGEgasDA;62.12;48456.00
2016-02-04;TGEgasDA;63.58;57960.00
2016-02-05;TGEgasDA;63.53;75768.00
2016-02-06;TGEgasDA;62.99;84024.00
2016-02-07;TGEgasDA;60.27;4488.00
2016-02-08;TGEgasDA;64.27;37920.00
2016-02-09;TGEgasDA;62.49;42672.00
2016-02-10;TGEgasDA;63.68;41616.00
2016-02-11;TGEgasDA;62.15;42480.00
2016-02-12;TGEgasDA;63.83;57168.00
2016-02-13;TGEgasDA;64.40;84888.00
2016-02-14;TGEgasDA;62.17;5688.00
2016-02-15;TGEgasDA;66.62;20376.00
2016-02-16;TGEgasDA;64.67;40584.00
2016-02-17;TGEgasDA;65.98;34512.00
2016-02-18;TGEgasDA;64.75;44328.00
2016-02-19;TGEgasDA;64.04;47376.00
2016-02-20;TGEgasDA;62.62;83496.00
2016-02-21;TGEgasDA;60.21;7584.00
2016-02-22;TGEgasDA;62.57;40848.00
2016-02-23;TGEgasDA;62.97;53592.00
2016-02-24;TGEgasDA;63.50;43776.00
2016-02-25;TGEgasDA;62.41;76920.00
2016-02-26;TGEgasDA;60.86;79512.00
2016-02-27;TGEgasDA;61.45;108168.00
2016-02-28;TGEgasDA;61.48;11184.00
2016-02-29;TGEgasDA;63.59;69288.00
2016-03-01;TGEgasDA;62.55;84888.00
2016-03-02;TGEgasDA;62.36;83448.00
2016-03-02;TGEsgtDA;-;-
2016-03-03;TGEgasDA;62.49;77592.00
2016-03-03;TGEsgtDA;-;-
2016-03-04;TGEgasDA;61.65;59040.00
2016-03-04;TGEsgtDA;-;-
2016-03-05;TGEgasDA;60.85;46584.00
2016-03-05;TGEsgtDA;-;-
2016-03-06;TGEgasDA;61.75;4824.00
2016-03-06;TGEsgtDA;-;-
2016-03-07;TGEgasDA;63.11;37008.00
2016-03-07;TGEsgtDA;-;-
2016-03-08;TGEgasDA;60.74;69672.00
2016-03-08;TGEsgtDA;-;-
2016-03-09;TGEgasDA;60.87;56232.00
2016-03-09;TGEsgtDA;-;-
2016-03-10;TGEgasDA;60.55;52944.00
2016-03-10;TGEsgtDA;-;-
2016-03-11;TGEgasDA;60.31;41040.00
2016-03-11;TGEsgtDA;-;-
2016-03-12;TGEgasDA;59.47;44352.00
2016-03-12;TGEsgtDA;-;-
2016-03-13;TGEgasDA;61.29;16512.00
2016-03-13;TGEsgtDA;-;-
2016-03-14;TGEgasDA;62.25;55536.00
2016-03-14;TGEsgtDA;-;-
2016-03-15;TGEgasDA;61.91;64704.00
2016-03-15;TGEsgtDA;-;-
2016-03-16;TGEgasDA;60.57;73872.00
2016-03-16;TGEsgtDA;-;-
2016-03-17;TGEgasDA;61.30;75288.00
2016-03-17;TGEsgtDA;-;-
2016-03-18;TGEgasDA;60.46;52872.00
2016-03-18;TGEsgtDA;-;-
2016-03-19;TGEgasDA;59.89;82296.00
2016-03-19;TGEsgtDA;-;-
2016-03-20;TGEgasDA;59.91;5424.00
2016-03-20;TGEsgtDA;-;-
2016-03-21;TGEgasDA;60.99;56712.00
2016-03-21;TGEsgtDA;-;-
2016-03-22;TGEgasDA;59.41;78672.00
2016-03-22;TGEsgtDA;-;-
2016-03-23;TGEgasDA;58.34;73992.00
2016-03-23;TGEsgtDA;-;-
2016-03-24;TGEgasDA;58.01;74952.00
2016-03-24;TGEsgtDA;-;-
2016-03-25;TGEgasDA;58.21;98529.00
2016-03-25;TGEsgtDA;-;-
2016-03-26;TGEgasDA;57.33;27917.00
2016-03-26;TGEsgtDA;-;-
2016-03-27;TGEgasDA;52.46;18528.00
2016-03-27;TGEsgtDA;-;-
2016-03-28;TGEgasDA;52.82;47640.00
2016-03-28;TGEsgtDA;-;-
2016-03-29;TGEgasDA;56.57;41952.00
2016-03-29;TGEsgtDA;-;-
2016-03-30;TGEgasDA;57.09;43032.00
2016-03-30;TGEsgtDA;-;-
2016-03-31;TGEgasDA;56.34;29712.00
2016-03-31;TGEsgtDA;-;-
2016-04-01;TGEgasDA;58.16;136416.00
2016-04-01;TGEsgtDA;-;-
2016-04-02;TGEgasDA;57.76;135432.00
2016-04-02;TGEsgtDA;-;-
2016-04-03;TGEgasDA;57.39;37560.00
2016-04-03;TGEsgtDA;-;-
2016-04-04;TGEgasDA;58.03;51984.00
2016-04-04;TGEsgtDA;-;-
2016-04-05;TGEgasDA;56.87;60096.00
2016-04-05;TGEsgtDA;-;-
2016-04-06;TGEgasDA;55.74;56544.00
2016-04-06;TGEsgtDA;-;-
2016-04-07;TGEgasDA;56.05;52032.00
2016-04-07;TGEsgtDA;-;-
2016-04-08;TGEgasDA;56.76;54024.00
2016-04-08;TGEsgtDA;-;-
2016-04-09;TGEgasDA;56.47;90168.00
2016-04-09;TGEsgtDA;-;-
2016-04-10;TGEgasDA;59.47;18648.00
2016-04-10;TGEsgtDA;-;-
2016-04-11;TGEgasDA;62.74;71568.00
2016-04-11;TGEsgtDA;-;-
2016-04-12;TGEgasDA;57.07;69408.00
2016-04-12;TGEsgtDA;-;-
2016-04-13;TGEgasDA;59.44;52152.00
2016-04-13;TGEsgtDA;-;-
2016-04-14;TGEgasDA;59.12;71784.00
2016-04-14;TGEsgtDA;-;-
2016-04-15;TGEgasDA;58.46;90768.00
2016-04-15;TGEsgtDA;-;-
2016-04-16;TGEgasDA;57.69;88944.00
2016-04-16;TGEsgtDA;-;-
2016-04-17;TGEgasDA;55.89;3096.00
2016-04-17;TGEsgtDA;-;-
2016-04-18;TGEgasDA;59.44;65976.00
2016-04-18;TGEsgtDA;-;-
2016-04-19;TGEgasDA;59.11;78768.00
2016-04-19;TGEsgtDA;-;-
2016-04-20;TGEgasDA;59.71;80424.00
2016-04-20;TGEsgtDA;-;-
2016-04-21;TGEgasDA;62.19;80496.00
2016-04-21;TGEsgtDA;-;-
2016-04-22;TGEgasDA;64.69;68496.00
2016-04-22;TGEsgtDA;-;-
2016-04-23;TGEgasDA;65.16;122256.00
2016-04-23;TGEsgtDA;-;-
2016-04-24;TGEgasDA;66.83;16512.00
2016-04-24;TGEsgtDA;-;-
2016-04-25;TGEgasDA;69.40;82200.00
2016-04-25;TGEsgtDA;-;-
2016-04-26;TGEgasDA;68.11;74952.00
2016-04-26;TGEsgtDA;-;-
2016-04-27;TGEgasDA;69.35;91128.00
2016-04-27;TGEsgtDA;-;-
2016-04-28;TGEgasDA;72.51;76176.00
2016-04-28;TGEsgtDA;-;-
2016-04-29;TGEgasDA;68.82;67224.00
2016-04-29;TGEsgtDA;-;-
2016-04-30;TGEgasDA;62.44;46032.00
2016-04-30;TGEsgtDA;-;-
2016-05-01;TGEgasDA;64.15;34104.00
2016-05-01;TGEsgtDA;-;-
2016-05-02;TGEgasDA;66.00;60480.00
2016-05-02;TGEsgtDA;-;-
2016-05-03;TGEgasDA;62.96;40992.00
2016-05-03;TGEsgtDA;-;-
2016-05-04;TGEgasDA;61.22;47376.00
2016-05-04;TGEsgtDA;-;-
2016-05-05;TGEgasDA;61.36;50232.00
2016-05-05;TGEsgtDA;-;-
2016-05-06;TGEgasDA;63.00;40872.00
2016-05-06;TGEsgtDA;-;-
2016-05-07;TGEgasDA;61.97;27048.00
2016-05-07;TGEsgtDA;-;-
2016-05-08;TGEgasDA;59.95;9264.00
2016-05-08;TGEsgtDA;-;-
2016-05-09;TGEgasDA;60.59;25224.00
2016-05-09;TGEsgtDA;-;-
2016-05-10;TGEgasDA;63.72;23016.00
2016-05-10;TGEsgtDA;-;-
2016-05-11;TGEgasDA;62.21;28680.00
2016-05-11;TGEsgtDA;-;-
2016-05-12;TGEgasDA;62.23;24984.00
2016-05-12;TGEsgtDA;-;-
2016-05-13;TGEgasDA;63.97;24288.00
2016-05-13;TGEsgtDA;-;-
2016-05-14;TGEgasDA;62.42;30120.00
2016-05-14;TGEsgtDA;-;-
2016-05-15;TGEgasDA;61.93;13632.00
2016-05-15;TGEsgtDA;-;-
2016-05-16;TGEgasDA;62.87;35328.00
2016-05-16;TGEsgtDA;-;-
2016-05-17;TGEgasDA;61.71;42864.00
2016-05-17;TGEsgtDA;-;-
2016-05-18;TGEgasDA;62.21;50376.00
2016-05-18;TGEsgtDA;-;-
2016-05-19;TGEgasDA;62.44;43824.00
2016-05-19;TGEsgtDA;-;-
2016-05-20;TGEgasDA;62.10;22608.00
2016-05-20;TGEsgtDA;-;-
2016-05-21;TGEgasDA;59.69;32712.00
2016-05-21;TGEsgtDA;-;-
2016-05-22;TGEgasDA;55.42;8352.00
2016-05-22;TGEsgtDA;-;-
2016-05-23;TGEgasDA;61.06;17952.00
2016-05-23;TGEsgtDA;-;-
2016-05-24;TGEgasDA;62.11;17592.00
2016-05-24;TGEsgtDA;-;-
2016-05-25;TGEgasDA;62.48;17880.00
2016-05-25;TGEsgtDA;-;-
2016-05-26;TGEgasDA;56.94;21768.00
2016-05-26;TGEsgtDA;-;-
2016-05-27;TGEgasDA;57.73;21192.00
2016-05-27;TGEsgtDA;-;-
2016-05-28;TGEgasDA;60.13;58176.00
2016-05-28;TGEsgtDA;-;-
2016-05-29;TGEgasDA;59.66;7992.00
2016-05-29;TGEsgtDA;-;-
2016-05-30;TGEgasDA;62.67;20016.00
2016-05-30;TGEsgtDA;-;-
2016-05-31;TGEgasDA;65.43;27648.00
2016-05-31;TGEsgtDA;-;-
2016-06-01;TGEgasDA;65.65;25608.00
2016-06-01;TGEsgtDA;-;-
2016-06-02;TGEgasDA;64.88;28440.00
2016-06-02;TGEsgtDA;-;-
2016-06-03;TGEgasDA;66.91;20592.00
2016-06-03;TGEsgtDA;-;-
2016-06-04;TGEgasDA;64.68;13704.00
2016-06-04;TGEsgtDA;-;-
2016-06-05;TGEgasDA;62.27;3936.00
2016-06-05;TGEsgtDA;-;-
2016-06-06;TGEgasDA;66.31;20688.00
2016-06-06;TGEsgtDA;-;-
2016-06-07;TGEgasDA;65.64;24168.00
2016-06-07;TGEsgtDA;-;-
2016-06-08;TGEgasDA;66.72;23472.00
2016-06-08;TGEsgtDA;-;-
2016-06-09;TGEgasDA;66.79;28560.00
2016-06-09;TGEsgtDA;-;-
2016-06-10;TGEgasDA;64.54;25992.00
2016-06-10;TGEsgtDA;-;-
2016-06-11;TGEgasDA;63.25;20808.00
2016-06-11;TGEsgtDA;-;-
2016-06-12;TGEgasDA;62.49;6528.00
2016-06-12;TGEsgtDA;-;-
2016-06-13;TGEgasDA;63.10;25752.00
2016-06-13;TGEsgtDA;-;-
2016-06-14;TGEgasDA;62.93;30984.00
2016-06-14;TGEsgtDA;-;-
2016-06-15;TGEgasDA;63.38;25416.00
2016-06-15;TGEsgtDA;-;-
2016-06-16;TGEgasDA;65.44;24600.00
2016-06-16;TGEsgtDA;-;-
2016-06-17;TGEgasDA;64.64;21864.00
2016-06-17;TGEsgtDA;-;-
2016-06-18;TGEgasDA;64.52;17040.00
2016-06-18;TGEsgtDA;-;-
2016-06-19;TGEgasDA;59.14;7080.00
2016-06-19;TGEsgtDA;-;-
2016-06-20;TGEgasDA;64.39;8088.00
2016-06-20;TGEsgtDA;-;-
2016-06-21;TGEgasDA;67.57;15384.00
2016-06-21;TGEsgtDA;-;-
2016-06-22;TGEgasDA;67.86;19944.00
2016-06-22;TGEsgtDA;-;-
2016-06-23;TGEgasDA;69.32;15048.00
2016-06-23;TGEsgtDA;-;-
2016-06-24;TGEgasDA;68.49;13152.00
2016-06-24;TGEsgtDA;-;-
2016-06-25;TGEgasDA;66.42;17472.00
2016-06-25;TGEsgtDA;-;-
2016-06-26;TGEgasDA;63.84;8424.00
2016-06-26;TGEsgtDA;-;-
2016-06-27;TGEgasDA;68.40;17568.00
2016-06-27;TGEsgtDA;-;-
2016-06-28;TGEgasDA;66.80;20640.00
2016-06-28;TGEsgtDA;-;-
2016-06-29;TGEgasDA;66.27;18696.00
2016-06-29;TGEsgtDA;-;-
2016-06-30;TGEgasDA;66.84;16992.00
2016-06-30;TGEsgtDA;-;-
2016-07-01;TGEgasDA;66.66;18336.00
2016-07-01;TGEsgtDA;-;-
2016-07-02;TGEgasDA;60.46;21888.00
2016-07-02;TGEsgtDA;-;-
2016-07-03;TGEgasDA;61.99;3192.00
2016-07-03;TGEsgtDA;-;-
2016-07-04;TGEgasDA;65.95;18288.00
2016-07-04;TGEsgtDA;-;-
2016-07-05;TGEgasDA;68.03;19704.00
2016-07-05;TGEsgtDA;-;-
2016-07-06;TGEgasDA;66.75;22944.00
2016-07-06;TGEsgtDA;-;-
2016-07-07;TGEgasDA;65.55;20352.00
2016-07-07;TGEsgtDA;-;-
2016-07-08;TGEgasDA;66.76;19728.00
2016-07-08;TGEsgtDA;-;-
2016-07-09;TGEgasDA;64.11;20856.00
2016-07-09;TGEsgtDA;-;-
2016-07-10;TGEgasDA;62.26;2688.00
2016-07-10;TGEsgtDA;-;-
2016-07-11;TGEgasDA;66.42;18648.00
2016-07-11;TGEsgtDA;-;-
2016-07-12;TGEgasDA;64.91;15888.00
2016-07-12;TGEsgtDA;-;-
2016-07-13;TGEgasDA;65.65;18048.00
2016-07-13;TGEsgtDA;-;-
2016-07-14;TGEgasDA;65.72;19440.00
2016-07-14;TGEsgtDA;-;-
2016-07-15;TGEgasDA;66.02;21912.00
2016-07-15;TGEsgtDA;-;-
2016-07-16;TGEgasDA;65.43;24144.00
2016-07-16;TGEsgtDA;-;-
2016-07-17;TGEgasDA;61.43;4344.00
2016-07-17;TGEsgtDA;-;-
2016-07-18;TGEgasDA;65.95;19008.00
2016-07-18;TGEsgtDA;-;-
2016-07-19;TGEgasDA;65.97;45408.00
2016-07-19;TGEsgtDA;-;-
2016-07-20;TGEgasDA;65.85;65616.00
2016-07-20;TGEsgtDA;-;-
2016-07-21;TGEgasDA;70.43;26712.00
2016-07-21;TGEsgtDA;-;-
2016-07-22;TGEgasDA;71.44;40872.00
2016-07-22;TGEsgtDA;-;-
2016-07-23;TGEgasDA;71.27;72624.00
2016-07-23;TGEsgtDA;-;-
2016-07-24;TGEgasDA;68.85;5520.00
2016-07-24;TGEsgtDA;-;-
2016-07-25;TGEgasDA;71.89;31920.00
2016-07-25;TGEsgtDA;-;-
2016-07-26;TGEgasDA;72.06;31272.00
2016-07-26;TGEsgtDA;-;-
2016-07-27;TGEgasDA;70.61;35256.00
2016-07-27;TGEsgtDA;-;-
2016-07-28;TGEgasDA;70.55;30456.00
2016-07-28;TGEsgtDA;-;-
2016-07-29;TGEgasDA;70.50;31776.00
2016-07-29;TGEsgtDA;-;-
2016-07-30;TGEgasDA;66.93;30768.00
2016-07-30;TGEsgtDA;-;-
2016-07-31;TGEgasDA;66.48;9216.00
2016-07-31;TGEsgtDA;-;-
2016-08-01;TGEgasDA;67.16;13488.00
2016-08-01;TGEsgtDA;-;-
2016-08-02;TGEgasDA;66.44;14640.00
2016-08-02;TGEsgtDA;-;-
2016-08-03;TGEgasDA;66.16;23736.00
2016-08-03;TGEsgtDA;-;-
2016-08-04;TGEgasDA;65.22;19896.00
2016-08-04;TGEsgtDA;-;-
2016-08-05;TGEgasDA;64.45;14688.00
2016-08-05;TGEsgtDA;-;-
2016-08-06;TGEgasDA;61.73;19128.00
2016-08-06;TGEsgtDA;-;-
2016-08-07;TGEgasDA;57.23;8016.00
2016-08-07;TGEsgtDA;-;-
2016-08-08;TGEgasDA;62.21;17904.00
2016-08-08;TGEsgtDA;-;-
2016-08-09;TGEgasDA;62.87;18816.00
2016-08-09;TGEsgtDA;-;-
2016-08-10;TGEgasDA;63.00;28992.00
2016-08-10;TGEsgtDA;-;-
2016-08-11;TGEgasDA;62.89;29952.00
2016-08-11;TGEsgtDA;-;-
2016-08-12;TGEgasDA;61.16;30384.00
2016-08-12;TGEsgtDA;-;-
2016-08-13;TGEgasDA;59.12;23952.00
2016-08-13;TGEsgtDA;-;-
2016-08-14;TGEgasDA;53.19;5880.00
2016-08-14;TGEsgtDA;-;-
2016-08-15;TGEgasDA;55.76;12240.00
2016-08-15;TGEsgtDA;-;-
2016-08-16;TGEgasDA;56.47;21696.00
2016-08-16;TGEsgtDA;-;-
2016-08-17;TGEgasDA;57.94;26448.00
2016-08-17;TGEsgtDA;-;-
2016-08-18;TGEgasDA;58.25;31464.00
2016-08-18;TGEsgtDA;-;-
2016-08-19;TGEgasDA;58.64;28152.00
2016-08-19;TGEsgtDA;-;-
2016-08-20;TGEgasDA;54.96;31416.00
2016-08-20;TGEsgtDA;-;-
2016-08-21;TGEgasDA;51.39;6504.00
2016-08-21;TGEsgtDA;-;-
2016-08-22;TGEgasDA;58.53;24456.00
2016-08-22;TGEsgtDA;-;-
2016-08-23;TGEgasDA;59.00;26328.00
2016-08-23;TGEsgtDA;-;-
2016-08-24;TGEgasDA;61.74;27648.00
2016-08-24;TGEsgtDA;-;-
2016-08-25;TGEgasDA;60.07;28296.00
2016-08-25;TGEsgtDA;-;-
2016-08-26;TGEgasDA;58.76;27216.00
2016-08-26;TGEsgtDA;-;-
2016-08-27;TGEgasDA;55.36;19080.00
2016-08-27;TGEsgtDA;-;-
2016-08-28;TGEgasDA;51.45;6528.00
2016-08-28;TGEsgtDA;-;-
2016-08-29;TGEgasDA;61.01;22176.00
2016-08-29;TGEsgtDA;-;-
2016-08-30;TGEgasDA;62.40;29304.00
2016-08-30;TGEsgtDA;-;-
2016-08-31;TGEgasDA;62.57;40464.00
2016-08-31;TGEsgtDA;-;-
2016-09-01;TGEgasDA;61.54;11856.00
2016-09-01;TGEsgtDA;-;-
2016-09-02;TGEgasDA;60.52;9432.00
2016-09-02;TGEsgtDA;-;-
2016-09-03;TGEgasDA;58.18;44952.00
2016-09-03;TGEsgtDA;-;-
2016-09-04;TGEgasDA;54.92;5712.00
2016-09-04;TGEsgtDA;-;-
2016-09-05;TGEgasDA;60.41;8856.00
2016-09-05;TGEsgtDA;-;-
2016-09-06;TGEgasDA;60.82;8832.00
2016-09-06;TGEsgtDA;-;-
2016-09-07;TGEgasDA;60.00;11160.00
2016-09-07;TGEsgtDA;-;-
2016-09-08;TGEgasDA;57.92;11568.00
2016-09-08;TGEsgtDA;-;-
2016-09-09;TGEgasDA;54.09;33504.00
2016-09-09;TGEsgtDA;-;-
2016-09-10;TGEgasDA;51.52;50952.00
2016-09-10;TGEsgtDA;-;-
2016-09-11;TGEgasDA;49.61;7584.00
2016-09-11;TGEsgtDA;-;-
2016-09-12;TGEgasDA;52.97;12744.00
2016-09-12;TGEsgtDA;-;-
2016-09-13;TGEgasDA;50.58;8136.00
2016-09-13;TGEsgtDA;-;-
2016-09-14;TGEgasDA;53.16;6192.00
2016-09-14;TGEsgtDA;-;-
2016-09-15;TGEgasDA;56.93;13152.00
2016-09-15;TGEsgtDA;-;-
2016-09-16;TGEgasDA;54.88;11544.00
2016-09-16;TGEsgtDA;-;-
2016-09-17;TGEgasDA;52.19;32712.00
2016-09-17;TGEsgtDA;-;-
2016-09-18;TGEgasDA;51.03;4704.00
2016-09-18;TGEsgtDA;-;-
2016-09-19;TGEgasDA;57.51;6792.00
2016-09-19;TGEsgtDA;-;-
2016-09-20;TGEgasDA;60.08;20592.00
2016-09-20;TGEsgtDA;-;-
2016-09-21;TGEgasDA;62.74;20496.00
2016-09-21;TGEsgtDA;-;-
2016-09-22;TGEgasDA;61.13;26928.00
2016-09-22;TGEsgtDA;-;-
2016-09-23;TGEgasDA;65.83;25392.00
2016-09-23;TGEsgtDA;-;-
2016-09-24;TGEgasDA;62.21;27192.00
2016-09-24;TGEsgtDA;-;-
2016-09-25;TGEgasDA;61.84;9936.00
2016-09-25;TGEsgtDA;-;-
2016-09-26;TGEgasDA;62.35;37920.00
2016-09-26;TGEsgtDA;-;-
2016-09-27;TGEgasDA;64.96;33216.00
2016-09-27;TGEsgtDA;-;-
2016-09-28;TGEgasDA;65.35;48168.00
2016-09-28;TGEsgtDA;-;-
2016-09-29;TGEgasDA;64.73;43536.00
2016-09-29;TGEsgtDA;-;-
2016-09-30;TGEgasDA;65.15;34008.00
2016-09-30;TGEsgtDA;-;-
2016-10-01;TGEgasDA;55.67;110304.00
2016-10-01;TGEsgtDA;-;-
2016-10-02;TGEgasDA;53.21;11808.00
2016-10-02;TGEsgtDA;-;-
2016-10-03;TGEgasDA;56.03;53256.00
2016-10-03;TGEsgtDA;-;-
2016-10-04;TGEgasDA;60.21;31176.00
2016-10-04;TGEsgtDA;-;-
2016-10-05;TGEgasDA;61.10;20808.00
2016-10-05;TGEsgtDA;-;-
2016-10-06;TGEgasDA;67.00;44280.00
2016-10-06;TGEsgtDA;-;-
2016-10-07;TGEgasDA;71.14;50472.00
2016-10-07;TGEsgtDA;-;-
2016-10-08;TGEgasDA;71.36;76344.00
2016-10-08;TGEsgtDA;-;-
2016-10-09;TGEgasDA;71.91;15384.00
2016-10-09;TGEsgtDA;-;-
2016-10-10;TGEgasDA;73.50;66432.00
2016-10-10;TGEsgtDA;-;-
2016-10-11;TGEgasDA;70.39;69984.00
2016-10-11;TGEsgtDA;-;-
2016-10-12;TGEgasDA;72.14;83496.00
2016-10-12;TGEsgtDA;-;-
2016-10-13;TGEgasDA;73.59;90864.00
2016-10-13;TGEsgtDA;-;-
2016-10-14;TGEgasDA;73.33;81456.00
2016-10-14;TGEsgtDA;-;-
2016-10-15;TGEgasDA;73.45;122400.00
2016-10-15;TGEsgtDA;-;-
2016-10-16;TGEgasDA;71.56;10728.00
2016-10-16;TGEsgtDA;-;-
2016-10-17;TGEgasDA;73.92;69048.00
2016-10-17;TGEsgtDA;-;-
2016-10-18;TGEgasDA;74.85;84192.00
2016-10-18;TGEsgtDA;-;-
2016-10-19;TGEgasDA;76.31;72024.00
2016-10-19;TGEsgtDA;-;-
2016-10-20;TGEgasDA;78.57;67128.00
2016-10-20;TGEsgtDA;-;-
2016-10-21;TGEgasDA;79.82;70200.00
