indeksy RDNg dla okresu od;2016-01-01;do;2020-01-19;
2016-10-21;TGEsgtDA;-;-
2016-10-22;TGEgasDA;77.95;81552.00
2016-10-22;TGEsgtDA;-;-
2016-10-23;TGEgasDA;77.07;12048.00
2016-10-23;TGEsgtDA;-;-
2016-10-24;TGEgasDA;77.41;64296.00
2016-10-24;TGEsgtDA;-;-
2016-10-25;TGEgasDA;80.46;55992.00
2016-10-25;TGEsgtDA;-;-
2016-10-26;TGEgasDA;80.57;65232.00
2016-10-26;TGEsgtDA;-;-
2016-10-27;TGEgasDA;80.88;77088.00
2016-10-27;TGEsgtDA;-;-
2016-10-28;TGEgasDA;80.75;70492.00
2016-10-28;TGEsgtDA;-;-
2016-10-29;TGEgasDA;79.87;121410.00
2016-10-29;TGEsgtDA;-;-
2016-10-30;TGEgasDA;78.07;13536.00
2016-10-30;TGEsgtDA;-;-
2016-10-31;TGEgasDA;79.31;77832.00
2016-10-31;TGEsgtDA;-;-
2016-11-01;TGEgasDA;78.97;68328.00
2016-11-01;TGEsgtDA;-;-
2016-11-02;TGEgasDA;81.87;74568.00
2016-11-02;TGEsgtDA;-;-
2016-11-03;TGEgasDA;84.53;95016.00
2016-11-03;TGEsgtDA;-;-
2016-11-04;TGEgasDA;87.89;124488.00
2016-11-04;TGEsgtDA;-;-
2016-11-05;TGEgasDA;83.17;178008.00
2016-11-05;TGEsgtDA;-;-
2016-11-06;TGEgasDA;82.66;6432.00
2016-11-06;TGEsgtDA;-;-
2016-11-07;TGEgasDA;84.61;89040.00
2016-11-07;TGEsgtDA;-;-
2016-11-08;TGEgasDA;84.60;101952.00
2016-11-08;TGEsgtDA;-;-
2016-11-09;TGEgasDA;80.46;124512.00
2016-11-09;TGEsgtDA;-;-
2016-11-10;TGEgasDA;82.52;133896.00
2016-11-10;TGEsgtDA;-;-
2016-11-11;TGEgasDA;83.99;241488.00
2016-11-11;TGEsgtDA;-;-
2016-11-12;TGEgasDA;85.00;115968.00
2016-11-12;TGEsgtDA;-;-
2016-11-13;TGEgasDA;86.11;13584.00
2016-11-13;TGEsgtDA;-;-
2016-11-14;TGEgasDA;87.00;123240.00
2016-11-14;TGEsgtDA;-;-
2016-11-15;TGEgasDA;83.52;146136.00
2016-11-15;TGEsgtDA;-;-
2016-11-16;TGEgasDA;83.28;116448.00
2016-11-16;TGEsgtDA;-;-
2016-11-17;TGEgasDA;84.26;108168.00
2016-11-17;TGEsgtDA;-;-
2016-11-18;TGEgasDA;81.45;71136.00
2016-11-18;TGEsgtDA;-;-
2016-11-19;TGEgasDA;83.75;78624.00
2016-11-19;TGEsgtDA;-;-
2016-11-20;TGEgasDA;82.81;5280.00
2016-11-20;TGEsgtDA;-;-
2016-11-21;TGEgasDA;84.57;43848.00
2016-11-21;TGEsgtDA;-;-
2016-11-22;TGEgasDA;81.41;53136.00
2016-11-22;TGEsgtDA;-;-
2016-11-23;TGEgasDA;82.33;55848.00
2016-11-23;TGEsgtDA;-;-
2016-11-24;TGEgasDA;82.95;74640.00
2016-11-24;TGEsgtDA;-;-
2016-11-25;TGEgasDA;83.09;126744.00
2016-11-25;TGEsgtDA;-;-
2016-11-26;TGEgasDA;83.66;123744.00
2016-11-26;TGEsgtDA;-;-
2016-11-27;TGEgasDA;83.40;18312.00
2016-11-27;TGEsgtDA;-;-
2016-11-28;TGEgasDA;83.96;108120.00
2016-11-28;TGEsgtDA;-;-
2016-11-29;TGEgasDA;84.97;146112.00
2016-11-29;TGEsgtDA;-;-
2016-11-30;TGEgasDA;85.48;152328.00
2016-11-30;TGEsgtDA;-;-
2016-12-01;TGEgasDA;85.34;89856.00
2016-12-01;TGEsgtDA;-;-
2016-12-02;TGEgasDA;85.05;236424.00
2016-12-02;TGEsgtDA;-;-
2016-12-03;TGEgasDA;85.27;59328.00
2016-12-03;TGEsgtDA;-;-
2016-12-04;TGEgasDA;84.14;10320.00
2016-12-04;TGEsgtDA;-;-
2016-12-05;TGEgasDA;85.04;112704.00
2016-12-05;TGEsgtDA;-;-
2016-12-06;TGEgasDA;84.60;124344.00
2016-12-06;TGEsgtDA;-;-
2016-12-07;TGEgasDA;81.46;128952.00
2016-12-07;TGEsgtDA;-;-
2016-12-08;TGEgasDA;79.38;80280.00
2016-12-08;TGEsgtDA;-;-
2016-12-09;TGEgasDA;78.15;70944.00
2016-12-09;TGEsgtDA;-;-
2016-12-10;TGEgasDA;80.76;28104.00
2016-12-10;TGEsgtDA;-;-
2016-12-11;TGEgasDA;79.72;13776.00
2016-12-11;TGEsgtDA;-;-
2016-12-12;TGEgasDA;82.00;71904.00
2016-12-12;TGEsgtDA;-;-
2016-12-13;TGEgasDA;84.62;101160.00
2016-12-13;TGEsgtDA;-;-
2016-12-14;TGEgasDA;83.60;127128.00
2016-12-14;TGEsgtDA;-;-
2016-12-15;TGEgasDA;83.11;139176.00
2016-12-15;TGEsgtDA;-;-
2016-12-16;TGEgasDA;83.94;285240.00
2016-12-16;TGEsgtDA;-;-
2016-12-17;TGEgasDA;83.36;66936.00
2016-12-17;TGEsgtDA;-;-
2016-12-18;TGEgasDA;82.95;7008.00
2016-12-18;TGEsgtDA;-;-
2016-12-19;TGEgasDA;84.93;107496.00
2016-12-19;TGEsgtDA;-;-
2016-12-20;TGEgasDA;84.01;116160.00
2016-12-20;TGEsgtDA;-;-
2016-12-21;TGEgasDA;85.32;102216.00
2016-12-21;TGEsgtDA;-;-
2016-12-22;TGEgasDA;84.93;101688.00
2016-12-22;TGEsgtDA;-;-
2016-12-23;TGEgasDA;85.85;96384.00
2016-12-23;TGEsgtDA;-;-
2016-12-24;TGEgasDA;85.72;64800.00
2016-12-24;TGEsgtDA;-;-
2016-12-25;TGEgasDA;83.57;6408.00
2016-12-25;TGEsgtDA;-;-
2016-12-26;TGEgasDA;85.16;40968.00
2016-12-26;TGEsgtDA;-;-
2016-12-27;TGEgasDA;86.00;68592.00
2016-12-27;TGEsgtDA;-;-
2016-12-28;TGEgasDA;87.08;117096.00
2016-12-28;TGEsgtDA;-;-
2016-12-29;TGEgasDA;88.93;129552.00
2016-12-29;TGEsgtDA;-;-
2016-12-30;TGEgasDA;91.02;149688.00
2016-12-30;TGEsgtDA;-;-
2016-12-31;TGEgasDA;93.16;127464.00
2016-12-31;TGEsgtDA;-;-
2017-01-01;TGEgasDA;88.65;18048.00
2017-01-01;TGEsgtDA;-;-
2017-01-02;TGEgasDA;93.69;81000.00
2017-01-02;TGEsgtDA;-;-
2017-01-03;TGEgasDA;92.23;99552.00
2017-01-03;TGEsgtDA;-;-
2017-01-04;TGEgasDA;88.91;118152.00
2017-01-04;TGEsgtDA;-;-
2017-01-05;TGEgasDA;89.38;161256.00
2017-01-05;TGEsgtDA;-;-
2017-01-06;TGEgasDA;91.00;497160.00
2017-01-06;TGEsgtDA;-;-
2017-01-07;TGEgasDA;90.34;97176.00
2017-01-07;TGEsgtDA;-;-
2017-01-08;TGEgasDA;90.24;50832.00
2017-01-08;TGEsgtDA;-;-
2017-01-09;TGEgasDA;94.01;203040.00
2017-01-09;TGEsgtDA;-;-
2017-01-10;TGEgasDA;92.87;210840.00
2017-01-10;TGEsgtDA;-;-
2017-01-11;TGEgasDA;93.33;192672.00
2017-01-11;TGEsgtDA;-;-
2017-01-12;TGEgasDA;93.75;137688.00
2017-01-12;TGEsgtDA;-;-
2017-01-13;TGEgasDA;98.53;160536.00
2017-01-13;TGEsgtDA;-;-
2017-01-14;TGEgasDA;96.92;105576.00
2017-01-14;TGEsgtDA;-;-
2017-01-15;TGEgasDA;95.92;26016.00
2017-01-15;TGEsgtDA;-;-
2017-01-16;TGEgasDA;96.00;116352.00
2017-01-16;TGEsgtDA;-;-
2017-01-17;TGEgasDA;91.51;132336.00
2017-01-17;TGEsgtDA;-;-
2017-01-18;TGEgasDA;91.28;139584.00
2017-01-18;TGEsgtDA;-;-
2017-01-19;TGEgasDA;93.56;148224.00
2017-01-19;TGEsgtDA;-;-
2017-01-20;TGEgasDA;95.00;121632.00
2017-01-20;TGEsgtDA;-;-
2017-01-21;TGEgasDA;95.65;146784.00
2017-01-21;TGEsgtDA;-;-
2017-01-22;TGEgasDA;95.43;1512.00
2017-01-22;TGEsgtDA;-;-
2017-01-23;TGEgasDA;99.09;67200.00
2017-01-23;TGEsgtDA;-;-
2017-01-24;TGEgasDA;100.84;72864.00
2017-01-24;TGEsgtDA;-;-
2017-01-25;TGEgasDA;100.41;62112.00
2017-01-25;TGEsgtDA;-;-
2017-01-26;TGEgasDA;97.54;94464.00
2017-01-26;TGEsgtDA;-;-
2017-01-27;TGEgasDA;94.95;138720.00
2017-01-27;TGEsgtDA;-;-
2017-01-28;TGEgasDA;89.32;99240.00
2017-01-28;TGEsgtDA;-;-
2017-01-29;TGEgasDA;91.87;29880.00
2017-01-29;TGEsgtDA;-;-
2017-01-30;TGEgasDA;91.76;118032.00
2017-01-30;TGEsgtDA;-;-
2017-01-31;TGEgasDA;92.03;122496.00
2017-01-31;TGEsgtDA;-;-
2017-02-01;TGEgasDA;96.54;117912.00
2017-02-01;TGEsgtDA;-;-
2017-02-02;TGEgasDA;100.26;117576.00
2017-02-02;TGEsgtDA;-;-
2017-02-03;TGEgasDA;102.32;108768.00
2017-02-03;TGEsgtDA;-;-
2017-02-04;TGEgasDA;102.52;138504.00
2017-02-04;TGEsgtDA;-;-
2017-02-05;TGEgasDA;102.13;6120.00
2017-02-05;TGEsgtDA;-;-
2017-02-06;TGEgasDA;102.66;85128.00
2017-02-06;TGEsgtDA;-;-
2017-02-07;TGEgasDA;101.78;123936.00
2017-02-07;TGEsgtDA;-;-
2017-02-08;TGEgasDA;98.61;163368.00
2017-02-08;TGEsgtDA;-;-
2017-02-09;TGEgasDA;95.92;156840.00
2017-02-09;TGEsgtDA;-;-
2017-02-10;TGEgasDA;93.82;236592.00
2017-02-10;TGEsgtDA;-;-
2017-02-11;TGEgasDA;91.63;125664.00
2017-02-11;TGEsgtDA;-;-
2017-02-12;TGEgasDA;91.97;23040.00
2017-02-12;TGEsgtDA;-;-
2017-02-13;TGEgasDA;92.56;155808.00
2017-02-13;TGEsgtDA;-;-
2017-02-14;TGEgasDA;91.36;131256.00
2017-02-14;TGEsgtDA;-;-
2017-02-15;TGEgasDA;89.51;106008.00
2017-02-15;TGEsgtDA;-;-
2017-02-16;TGEgasDA;87.62;60600.00
2017-02-16;TGEsgtDA;-;-
2017-02-17;TGEgasDA;88.01;41520.00
2017-02-17;TGEsgtDA;-;-
2017-02-18;TGEgasDA;84.63;36312.00
2017-02-18;TGEsgtDA;-;-
2017-02-19;TGEgasDA;84.90;6744.00
2017-02-19;TGEsgtDA;-;-
2017-02-20;TGEgasDA;85.97;39288.00
2017-02-20;TGEsgtDA;-;-
2017-02-21;TGEgasDA;85.43;35880.00
2017-02-21;TGEsgtDA;-;-
2017-02-22;TGEgasDA;83.80;17016.00
2017-02-22;TGEsgtDA;-;-
2017-02-23;TGEgasDA;81.74;22056.00
2017-02-23;TGEsgtDA;-;-
2017-02-24;TGEgasDA;84.01;30792.00
2017-02-24;TGEsgtDA;-;-
2017-02-25;TGEgasDA;83.27;52104.00
2017-02-25;TGEsgtDA;-;-
2017-02-26;TGEgasDA;83.19;3120.00
2017-02-26;TGEsgtDA;-;-
2017-02-27;TGEgasDA;81.88;23376.00
2017-02-27;TGEsgtDA;-;-
2017-02-28;TGEgasDA;80.43;19800.00
2017-02-28;TGEsgtDA;-;-
2017-03-01;TGEgasDA;80.96;62688.00
2017-03-01;TGEsgtDA;-;-
2017-03-02;TGEgasDA;77.96;79776.00
2017-03-02;TGEsgtDA;-;-
2017-03-03;TGEgasDA;78.94;73992.00
2017-03-03;TGEsgtDA;-;-
2017-03-04;TGEgasDA;76.60;58392.00
2017-03-04;TGEsgtDA;-;-
2017-03-05;TGEgasDA;72.04;1728.00
2017-03-05;TGEsgtDA;-;-
2017-03-06;TGEgasDA;78.47;52344.00
2017-03-06;TGEsgtDA;-;-
2017-03-07;TGEgasDA;77.93;80112.00
2017-03-07;TGEsgtDA;-;-
2017-03-08;TGEgasDA;79.32;71544.00
2017-03-08;TGEsgtDA;-;-
2017-03-09;TGEgasDA;78.18;79608.00
2017-03-09;TGEsgtDA;-;-
2017-03-10;TGEgasDA;76.49;75288.00
2017-03-10;TGEsgtDA;-;-
2017-03-11;TGEgasDA;77.08;130392.00
2017-03-11;TGEsgtDA;-;-
2017-03-12;TGEgasDA;76.52;20040.00
2017-03-12;TGEsgtDA;-;-
2017-03-13;TGEgasDA;76.60;102192.00
2017-03-13;TGEsgtDA;-;-
2017-03-14;TGEgasDA;75.67;109296.00
2017-03-14;TGEsgtDA;-;-
2017-03-15;TGEgasDA;75.97;86160.00
2017-03-15;TGEsgtDA;-;-
2017-03-16;TGEgasDA;76.33;78768.00
2017-03-16;TGEsgtDA;-;-
2017-03-17;TGEgasDA;75.30;65472.00
2017-03-17;TGEsgtDA;-;-
2017-03-18;TGEgasDA;74.11;98040.00
2017-03-18;TGEsgtDA;-;-
2017-03-19;TGEgasDA;73.00;14184.00
2017-03-19;TGEsgtDA;-;-
2017-03-20;TGEgasDA;74.83;52512.00
2017-03-20;TGEsgtDA;-;-
2017-03-21;TGEgasDA;73.61;50496.00
2017-03-21;TGEsgtDA;-;-
2017-03-22;TGEgasDA;72.68;58608.00
2017-03-22;TGEsgtDA;-;-
2017-03-23;TGEgasDA;71.94;57288.00
2017-03-23;TGEsgtDA;-;-
2017-03-24;TGEgasDA;72.22;61244.00
2017-03-24;TGEsgtDA;-;-
2017-03-25;TGEgasDA;70.90;95370.00
2017-03-25;TGEsgtDA;-;-
2017-03-26;TGEgasDA;69.83;14904.00
2017-03-26;TGEsgtDA;-;-
2017-03-27;TGEgasDA;70.48;46872.00
2017-03-27;TGEsgtDA;-;-
2017-03-28;TGEgasDA;69.26;20880.00
2017-03-28;TGEsgtDA;-;-
2017-03-29;TGEgasDA;68.31;17400.00
2017-03-29;TGEsgtDA;-;-
2017-03-30;TGEgasDA;68.12;12600.00
2017-03-30;TGEsgtDA;-;-
2017-03-31;TGEgasDA;65.02;34752.00
2017-03-31;TGEsgtDA;-;-
2017-04-01;TGEgasDA;72.41;29208.00
2017-04-01;TGEsgtDA;-;-
2017-04-02;TGEgasDA;64.07;16200.00
2017-04-02;TGEsgtDA;-;-
2017-04-03;TGEgasDA;72.20;15264.00
2017-04-03;TGEsgtDA;-;-
2017-04-04;TGEgasDA;73.25;11112.00
2017-04-04;TGEsgtDA;-;-
2017-04-05;TGEgasDA;74.63;23304.00
2017-04-05;TGEsgtDA;-;-
2017-04-06;TGEgasDA;74.95;39768.00
2017-04-06;TGEsgtDA;-;-
2017-04-07;TGEgasDA;74.50;45960.00
2017-04-07;TGEsgtDA;-;-
2017-04-08;TGEgasDA;75.09;62304.00
2017-04-08;TGEsgtDA;-;-
2017-04-09;TGEgasDA;72.47;4512.00
2017-04-09;TGEsgtDA;-;-
2017-04-10;TGEgasDA;74.07;26472.00
2017-04-10;TGEsgtDA;-;-
2017-04-11;TGEgasDA;73.60;64320.00
2017-04-11;TGEsgtDA;-;-
2017-04-12;TGEgasDA;72.85;75240.00
2017-04-12;TGEsgtDA;-;-
2017-04-13;TGEgasDA;73.50;76488.00
2017-04-13;TGEsgtDA;-;-
2017-04-14;TGEgasDA;73.62;86880.00
2017-04-14;TGEsgtDA;-;-
2017-04-15;TGEgasDA;72.98;105264.00
2017-04-15;TGEsgtDA;-;-
2017-04-16;TGEgasDA;73.01;15384.00
2017-04-16;TGEsgtDA;-;-
2017-04-17;TGEgasDA;73.10;61992.00
2017-04-17;TGEsgtDA;-;-
2017-04-18;TGEgasDA;75.85;90264.00
2017-04-18;TGEsgtDA;-;-
2017-04-19;TGEgasDA;79.98;128376.00
2017-04-19;TGEsgtDA;-;-
2017-04-20;TGEgasDA;81.44;158448.00
2017-04-20;TGEsgtDA;-;-
2017-04-21;TGEgasDA;80.20;135024.00
2017-04-21;TGEsgtDA;-;-
2017-04-22;TGEgasDA;78.78;190416.00
2017-04-22;TGEsgtDA;-;-
2017-04-23;TGEgasDA;77.99;16776.00
2017-04-23;TGEsgtDA;-;-
2017-04-24;TGEgasDA;78.63;103464.00
2017-04-24;TGEsgtDA;-;-
2017-04-25;TGEgasDA;80.56;83472.00
2017-04-25;TGEsgtDA;-;-
2017-04-26;TGEgasDA;79.33;82392.00
2017-04-26;TGEsgtDA;-;-
2017-04-27;TGEgasDA;79.51;91128.00
2017-04-27;TGEsgtDA;-;-
2017-04-28;TGEgasDA;79.41;104856.00
2017-04-28;TGEsgtDA;-;-
2017-04-29;TGEgasDA;78.72;119880.00
2017-04-29;TGEsgtDA;-;-
2017-04-30;TGEgasDA;78.52;32280.00
2017-04-30;TGEsgtDA;-;-
2017-05-01;TGEgasDA;80.01;83520.00
2017-05-01;TGEsgtDA;-;-
2017-05-02;TGEgasDA;78.23;66072.00
2017-05-02;TGEsgtDA;-;-
2017-05-03;TGEgasDA;79.57;55344.00
2017-05-03;TGEsgtDA;-;-
2017-05-04;TGEgasDA;78.61;88344.00
2017-05-04;TGEsgtDA;-;-
2017-05-05;TGEgasDA;77.05;88848.00
2017-05-05;TGEsgtDA;-;-
2017-05-06;TGEgasDA;75.57;91008.00
2017-05-06;TGEsgtDA;-;-
2017-05-07;TGEgasDA;73.39;12408.00
2017-05-07;TGEsgtDA;-;-
2017-05-08;TGEgasDA;78.21;93552.00
2017-05-08;TGEsgtDA;-;-
2017-05-09;TGEgasDA;74.60;129288.00
2017-05-09;TGEsgtDA;-;-
2017-05-10;TGEgasDA;76.88;152064.00
2017-05-10;TGEsgtDA;-;-
2017-05-11;TGEgasDA;76.66;114000.00
2017-05-11;TGEsgtDA;-;-
2017-05-12;TGEgasDA;75.75;75240.00
2017-05-12;TGEsgtDA;-;-
2017-05-13;TGEgasDA;73.68;58488.00
2017-05-13;TGEsgtDA;-;-
2017-05-14;TGEgasDA;71.18;9720.00
2017-05-14;TGEsgtDA;-;-
2017-05-15;TGEgasDA;72.96;32208.00
2017-05-15;TGEsgtDA;-;-
2017-05-16;TGEgasDA;73.10;40968.00
2017-05-16;TGEsgtDA;-;-
2017-05-17;TGEgasDA;72.96;32304.00
2017-05-17;TGEsgtDA;-;-
2017-05-18;TGEgasDA;71.88;17544.00
2017-05-18;TGEsgtDA;-;-
2017-05-19;TGEgasDA;69.88;20328.00
2017-05-19;TGEsgtDA;-;-
2017-05-20;TGEgasDA;68.06;26568.00
2017-05-20;TGEsgtDA;-;-
2017-05-21;TGEgasDA;65.09;1704.00
2017-05-21;TGEsgtDA;-;-
2017-05-22;TGEgasDA;70.76;13800.00
2017-05-22;TGEsgtDA;-;-
2017-05-23;TGEgasDA;70.43;14736.00
2017-05-23;TGEsgtDA;-;-
2017-05-24;TGEgasDA;70.45;14976.00
2017-05-24;TGEsgtDA;-;-
2017-05-25;TGEgasDA;71.33;37488.00
2017-05-25;TGEsgtDA;-;-
2017-05-26;TGEgasDA;69.81;15288.00
2017-05-26;TGEsgtDA;-;-
2017-05-27;TGEgasDA;69.34;31848.00
2017-05-27;TGEsgtDA;-;-
2017-05-28;TGEgasDA;59.22;11544.00
2017-05-28;TGEsgtDA;-;-
2017-05-29;TGEgasDA;62.60;10752.00
2017-05-29;TGEsgtDA;-;-
2017-05-30;TGEgasDA;67.10;10512.00
2017-05-30;TGEsgtDA;-;-
2017-05-31;TGEgasDA;70.96;11448.00
2017-05-31;TGEsgtDA;-;-
2017-06-01;TGEgasDA;70.58;27768.00
2017-06-01;TGEsgtDA;-;-
2017-06-02;TGEgasDA;69.83;26208.00
2017-06-02;TGEsgtDA;-;-
2017-06-03;TGEgasDA;67.91;27192.00
2017-06-03;TGEsgtDA;-;-
2017-06-04;TGEgasDA;63.44;4056.00
2017-06-04;TGEsgtDA;-;-
2017-06-05;TGEgasDA;67.81;15576.00
2017-06-05;TGEsgtDA;-;-
2017-06-06;TGEgasDA;69.90;18984.00
2017-06-06;TGEsgtDA;-;-
2017-06-07;TGEgasDA;69.33;34080.00
2017-06-07;TGEsgtDA;-;-
2017-06-08;TGEgasDA;68.95;35112.00
2017-06-08;TGEsgtDA;-;-
2017-06-09;TGEgasDA;69.82;18120.00
2017-06-09;TGEsgtDA;-;-
2017-06-10;TGEgasDA;68.83;36120.00
2017-06-10;TGEsgtDA;-;-
2017-06-11;TGEgasDA;62.76;4224.00
2017-06-11;TGEsgtDA;-;-
2017-06-12;TGEgasDA;68.31;14328.00
2017-06-12;TGEsgtDA;-;-
2017-06-13;TGEgasDA;68.74;19536.00
2017-06-13;TGEsgtDA;-;-
2017-06-14;TGEgasDA;68.68;30168.00
2017-06-14;TGEsgtDA;-;-
2017-06-15;TGEgasDA;65.31;23400.00
2017-06-15;TGEsgtDA;-;-
2017-06-16;TGEgasDA;64.55;17088.00
2017-06-16;TGEsgtDA;-;-
2017-06-17;TGEgasDA;66.66;38112.00
2017-06-17;TGEsgtDA;-;-
2017-06-18;TGEgasDA;67.62;3072.00
2017-06-18;TGEsgtDA;-;-
2017-06-19;TGEgasDA;67.77;21624.00
2017-06-19;TGEsgtDA;-;-
2017-06-20;TGEgasDA;68.61;28368.00
2017-06-20;TGEsgtDA;-;-
2017-06-21;TGEgasDA;68.86;22584.00
2017-06-21;TGEsgtDA;-;-
2017-06-22;TGEgasDA;74.34;45624.00
2017-06-22;TGEsgtDA;-;-
2017-06-23;TGEgasDA;68.06;21336.00
2017-06-23;TGEsgtDA;-;-
2017-06-24;TGEgasDA;65.94;35232.00
2017-06-24;TGEsgtDA;-;-
2017-06-25;TGEgasDA;60.94;2448.00
2017-06-25;TGEsgtDA;-;-
2017-06-26;TGEgasDA;67.37;18312.00
2017-06-26;TGEsgtDA;-;-
2017-06-27;TGEgasDA;68.45;19752.00
2017-06-27;TGEsgtDA;-;-
2017-06-28;TGEgasDA;68.98;18696.00
2017-06-28;TGEsgtDA;-;-
2017-06-29;TGEgasDA;69.92;19584.00
2017-06-29;TGEsgtDA;-;-
2017-06-30;TGEgasDA;70.37;16704.00
2017-06-30;TGEsgtDA;-;-
2017-07-01;TGEgasDA;69.35;21288.00
2017-07-01;TGEsgtDA;-;-
2017-07-02;TGEgasDA;69.48;5160.00
2017-07-02;TGEsgtDA;-;-
2017-07-03;TGEgasDA;69.92;28512.00
2017-07-03;TGEsgtDA;-;-
2017-07-04;TGEgasDA;70.53;32592.00
2017-07-04;TGEsgtDA;-;-
2017-07-05;TGEgasDA;71.03;33576.00
2017-07-05;TGEsgtDA;-;-
2017-07-06;TGEgasDA;70.81;35664.00
2017-07-06;TGEsgtDA;-;-
2017-07-07;TGEgasDA;70.49;29016.00
2017-07-07;TGEsgtDA;-;-
2017-07-08;TGEgasDA;69.93;36240.00
2017-07-08;TGEsgtDA;-;-
2017-07-09;TGEgasDA;66.90;1776.00
2017-07-09;TGEsgtDA;-;-
2017-07-10;TGEgasDA;70.47;29112.00
2017-07-10;TGEsgtDA;-;-
2017-07-11;TGEgasDA;69.04;27792.00
2017-07-11;TGEsgtDA;-;-
2017-07-12;TGEgasDA;68.98;30336.00
2017-07-12;TGEsgtDA;-;-
2017-07-13;TGEgasDA;69.01;33840.00
2017-07-13;TGEsgtDA;-;-
2017-07-14;TGEgasDA;68.83;33168.00
2017-07-14;TGEsgtDA;-;-
2017-07-15;TGEgasDA;68.28;33840.00
2017-07-15;TGEsgtDA;-;-
2017-07-16;TGEgasDA;64.94;1584.00
2017-07-16;TGEsgtDA;-;-
2017-07-17;TGEgasDA;68.74;27192.00
2017-07-17;TGEsgtDA;-;-
